ADM0_NAME,ADM1_NAME,date,variable,value
Ethiopia,Addis Ababa,2015-04,SMAP_RZSM,0.31008498169559096
Ethiopia,Afar,2015-04,SMAP_RZSM,0.1318073413591306
Ethiopia,Amhara,2015-04,SMAP_RZSM,0.18221454420711206
Ethiopia,Beneshangul Gumu,2015-04,SMAP_RZSM,0.2614676182010492
Ethiopia,Gambela,2015-04,SMAP_RZSM,0.24510852936525956
Ethiopia,Hareri,2015-04,SMAP_RZSM,0.1820998329987478
Ethiopia,Oromia,2015-04,SMAP_RZSM,0.22256581121362487
Ethiopia,SNNPR,2015-04,SMAP_RZSM,0.27325929120331754
Ethiopia,Tigray,2015-04,SMAP_RZSM,0.1669884812916541
South Sudan,El Buheyrat,2015-04,SMAP_RZSM,0.18855305361945202
South Sudan,Unity,2015-04,SMAP_RZSM,0.24456943698999953
South Sudan,Central Equatoria,2015-04,SMAP_RZSM,0.21059583638645044
South Sudan,Eastern Equatoria,2015-04,SMAP_RZSM,0.24664134329434284
South Sudan,Jonglei,2015-04,SMAP_RZSM,0.24839339342910954
South Sudan,Northern Bahr El Ghazal,2015-04,SMAP_RZSM,0.12310078901670433
South Sudan,Warab,2015-04,SMAP_RZSM,0.21879860707596682
South Sudan,Western Bahr El Ghazal,2015-04,SMAP_RZSM,0.13893324532747453
South Sudan,Western Equatoria,2015-04,SMAP_RZSM,0.18883422198930921
South Sudan,Upper Nile,2015-04,SMAP_RZSM,0.24256537921462865
Democratic Republic of the Congo,Maniema,2015-04,SMAP_RZSM,0.271149182153137
Democratic Republic of the Congo,Nord-Kivu,2015-04,SMAP_RZSM,0.3170132890651003
Democratic Republic of the Congo,Sud-Kivu,2015-04,SMAP_RZSM,0.38118985137490047
Ethiopia,Dire Dawa,2015-04,SMAP_RZSM,0.1635205003667921
Ethiopia,Somali,2015-04,SMAP_RZSM,0.16006529025389565
Rwanda,East/Iburasirazuba,2015-04,SMAP_RZSM,0.2688380963420603
Rwanda,Kigali City/Umujyi wa Kigali,2015-04,SMAP_RZSM,0.27674361693288496
Rwanda,North/Amajyaruguru,2015-04,SMAP_RZSM,0.3435902532545001
Rwanda,South/Amajyepfo,2015-04,SMAP_RZSM,0.2992289346131549
Rwanda,West/Iburengerazuba,2015-04,SMAP_RZSM,0.37593633256716213
Abyei,Administrative unit not available,2015-04,SMAP_RZSM,0.18611140109611565
Djibouti,Ali Sabieh,2015-04,SMAP_RZSM,0.12347891775482991
Djibouti,Dikhil,2015-04,SMAP_RZSM,0.12198660591950848
Djibouti,Djibouti,2015-04,SMAP_RZSM,0.11903518311618293
Djibouti,Obock,2015-04,SMAP_RZSM,0.1224107567994977
Djibouti,Tadjourah,2015-04,SMAP_RZSM,0.12221291729009601
Eritrea,Anseba,2015-04,SMAP_RZSM,0.13376938477013967
Eritrea,Archipelagos,2015-04,SMAP_RZSM,0.13911715993811105
Eritrea,Debub,2015-04,SMAP_RZSM,0.17698560616095987
Eritrea,Debubawi Keih Bahri,2015-04,SMAP_RZSM,0.12134703969577107
Eritrea,Gash Barka,2015-04,SMAP_RZSM,0.15144624068951373
Eritrea,Maekel,2015-04,SMAP_RZSM,0.16321255869978554
Eritrea,Semenawi Keih Bahri,2015-04,SMAP_RZSM,0.12776604034095768
Kenya,Central,2015-04,SMAP_RZSM,0.30521241264967497
Kenya,Coast,2015-04,SMAP_RZSM,0.18231507175623718
Kenya,Eastern,2015-04,SMAP_RZSM,0.19023292561478256
Kenya,Nairobi,2015-04,SMAP_RZSM,0.36252733644818735
Kenya,North Eastern,2015-04,SMAP_RZSM,0.16596840395853227
Kenya,Nyanza,2015-04,SMAP_RZSM,0.3287032197155256
Kenya,Rift Valley,2015-04,SMAP_RZSM,0.2053003994674581
Kenya,Western,2015-04,SMAP_RZSM,0.30705069253828005
Mozambique,Cabo Delgado,2015-04,SMAP_RZSM,0.18287795777948254
Malawi,Northern Region,2015-04,SMAP_RZSM,0.2428412350305402
Malawi,Area under National Administration,2015-04,SMAP_RZSM,0.23291544241049508
Zambia,Eastern,2015-04,SMAP_RZSM,0.2576346911521069
Zambia,Luapula,2015-04,SMAP_RZSM,0.3137060196800768
Zambia,North-Western,2015-04,SMAP_RZSM,0.12971923907654143
Zambia,Northern,2015-04,SMAP_RZSM,0.2609633677604862
Democratic Republic of the Congo,Equateur,2015-04,SMAP_RZSM,0.15450520430495793
Democratic Republic of the Congo,Kasai Occidental,2015-04,SMAP_RZSM,0.3833862329480561
Democratic Republic of the Congo,Kasai Oriental,2015-04,SMAP_RZSM,0.2707793231958595
Democratic Republic of the Congo,Katanga,2015-04,SMAP_RZSM,0.2828308775854985
Democratic Republic of the Congo,Orientale,2015-04,SMAP_RZSM,0.22058348210504014
Ilemi triangle,Administrative unit not available,2015-04,SMAP_RZSM,0.1579217884092159
United Republic of Tanzania,Arusha,2015-04,SMAP_RZSM,0.24842799191421935
United Republic of Tanzania,Manyara,2015-04,SMAP_RZSM,0.3022320788285933
United Republic of Tanzania,Geita,2015-04,SMAP_RZSM,0.2698826501198262
United Republic of Tanzania,Iringa,2015-04,SMAP_RZSM,0.3248807448412439
United Republic of Tanzania,Kagera,2015-04,SMAP_RZSM,0.25525176596953303
United Republic of Tanzania,Katavi,2015-04,SMAP_RZSM,0.24675191001589705
United Republic of Tanzania,Mwanza,2015-04,SMAP_RZSM,0.3126142691803524
United Republic of Tanzania,Njombe,2015-04,SMAP_RZSM,0.3556694464841349
United Republic of Tanzania,Rukwa,2015-04,SMAP_RZSM,0.30386576224975365
United Republic of Tanzania,Shinyanga,2015-04,SMAP_RZSM,0.28764959363669396
United Republic of Tanzania,Simiyu,2015-04,SMAP_RZSM,0.28936674436930176
United Republic of Tanzania,Dar-es-salaam,2015-04,SMAP_RZSM,0.17524307656594873
United Republic of Tanzania,Dodoma,2015-04,SMAP_RZSM,0.25921705716286564
United Republic of Tanzania,Kaskazini Pemba,2015-04,SMAP_RZSM,0.14707306867614037
United Republic of Tanzania,Kaskazini Unguja,2015-04,SMAP_RZSM,0.1601392179766199
United Republic of Tanzania,Kigoma,2015-04,SMAP_RZSM,0.2907400155800482
United Republic of Tanzania,Kilimanjaro,2015-04,SMAP_RZSM,0.3311716785631496
United Republic of Tanzania,Kusini Pemba,2015-04,SMAP_RZSM,0.14676010216786778
United Republic of Tanzania,Kusini Unguja,2015-04,SMAP_RZSM,0.13029647558511154
United Republic of Tanzania,Lindi,2015-04,SMAP_RZSM,0.2512209864616995
United Republic of Tanzania,Mara,2015-04,SMAP_RZSM,0.3388240823474515
United Republic of Tanzania,Mbeya,2015-04,SMAP_RZSM,0.26037365434751664
United Republic of Tanzania,Mjini Magharibi,2015-04,SMAP_RZSM,0.18045566106586147
United Republic of Tanzania,Morogoro,2015-04,SMAP_RZSM,0.28346551175384166
United Republic of Tanzania,Mtwara,2015-04,SMAP_RZSM,0.285169955852138
United Republic of Tanzania,Pwani,2015-04,SMAP_RZSM,0.22704321219996204
United Republic of Tanzania,Ruvuma,2015-04,SMAP_RZSM,0.30026140837951415
United Republic of Tanzania,Singida,2015-04,SMAP_RZSM,0.24490395137586024
United Republic of Tanzania,Tabora,2015-04,SMAP_RZSM,0.26734021996605833
United Republic of Tanzania,Tanga,2015-04,SMAP_RZSM,0.24183262080739065
Sudan,Al Jazeera,2015-04,SMAP_RZSM,0.21512290571467121
Sudan,Blue Nile,2015-04,SMAP_RZSM,0.23384713384953537
Sudan,Northern,2015-04,SMAP_RZSM,0.037309045255907856
Sudan,Northern Darfur,2015-04,SMAP_RZSM,0.04394301224302002
Sudan,Nile,2015-04,SMAP_RZSM,0.1072175526556501
Sudan,Sennar,2015-04,SMAP_RZSM,0.23100956156166624
Sudan,Southern Darfur,2015-04,SMAP_RZSM,0.06546698367489912
Sudan,Western Darfur,2015-04,SMAP_RZSM,0.1117418601315439
Sudan,White Nile,2015-04,SMAP_RZSM,0.145833842641303
Sudan,Red Sea,2015-04,SMAP_RZSM,0.11421571942372233
Sudan,Kassala,2015-04,SMAP_RZSM,0.16712397581103938
Sudan,Northern Kordofan,2015-04,SMAP_RZSM,0.06215744507360575
Sudan,Gadaref,2015-04,SMAP_RZSM,0.2184460301715801
Sudan,Southern Kordofan,2015-04,SMAP_RZSM,0.1708136191547976
Sudan,Khartoum,2015-04,SMAP_RZSM,0.1250430222768462
Angola,Lunda Norte,2015-04,SMAP_RZSM,0.30245187451403205
Angola,Lunda Sul,2015-04,SMAP_RZSM,0.1421059130866015
Angola,Moxico,2015-04,SMAP_RZSM,0.10477940197052185
Yemen,Amanat Al Asimah,2015-04,SMAP_RZSM,0.1312522532076957
Yemen,Hadramaut,2015-04,SMAP_RZSM,0.05247669544215278
Yemen,Aden,2015-04,SMAP_RZSM,0.04563673099445555
Yemen,Raymah,2015-04,SMAP_RZSM,0.11512382591053696
Yemen,Sana'a,2015-04,SMAP_RZSM,0.1189038602333004
Yemen,Abyan,2015-04,SMAP_RZSM,0.09696648658660044
Yemen,Al Bayda,2015-04,SMAP_RZSM,0.13258988842797859
Yemen,Al Dhale'e,2015-04,SMAP_RZSM,0.1372738292873076
Yemen,Al Hudaydah,2015-04,SMAP_RZSM,0.050062171320419874
Yemen,Al Jawf,2015-04,SMAP_RZSM,0.0591510981816618
Yemen,Al Maharah,2015-04,SMAP_RZSM,0.07096257770706331
Yemen,Al Mahwit,2015-04,SMAP_RZSM,0.13150174928433445
Yemen,Amran,2015-04,SMAP_RZSM,0.08313119904850147
Yemen,Dhamar,2015-04,SMAP_RZSM,0.1310488947428764
Yemen,Hajjah,2015-04,SMAP_RZSM,0.1022331627861057
Yemen,Ibb,2015-04,SMAP_RZSM,0.14024482775201152
Yemen,Lahj,2015-04,SMAP_RZSM,0.0749657677091671
Yemen,Marib,2015-04,SMAP_RZSM,0.07111438155955115
Yemen,Sa'ada,2015-04,SMAP_RZSM,0.10098973345621953
Yemen,Shabwah,2015-04,SMAP_RZSM,0.05786614636516603
Yemen,Taizz,2015-04,SMAP_RZSM,0.09061361865517849
Burundi,Bujumbura Mairie,2015-04,SMAP_RZSM,0.29185759788709326
Burundi,Bujumbura Rural,2015-04,SMAP_RZSM,0.31256283973403
Burundi,Muramvya,2015-04,SMAP_RZSM,0.3422701156324585
Burundi,Mwaro,2015-04,SMAP_RZSM,0.35539722745093183
Burundi,Bubanza,2015-04,SMAP_RZSM,0.2650514136800963
Burundi,Bururi,2015-04,SMAP_RZSM,0.3428296743611307
Burundi,Cankuzo,2015-04,SMAP_RZSM,0.29826209001183157
Burundi,Cibitoke,2015-04,SMAP_RZSM,0.3023175597371586
Burundi,Gitega,2015-04,SMAP_RZSM,0.3472198060652733
Burundi,Karuzi,2015-04,SMAP_RZSM,0.3041397103102574
Burundi,Kayanza,2015-04,SMAP_RZSM,0.32978763053105564
Burundi,Kirundo,2015-04,SMAP_RZSM,0.2996429961665811
Burundi,Makamba,2015-04,SMAP_RZSM,0.35946870559133226
Burundi,Muyinga,2015-04,SMAP_RZSM,0.30261347185696985
Burundi,Ngozi,2015-04,SMAP_RZSM,0.3243858519844646
Burundi,Rutana,2015-04,SMAP_RZSM,0.31682408324407607
Burundi,Ruyigi,2015-04,SMAP_RZSM,0.3169151616410797
Central African Republic,Bamingui-Bangoran,2015-04,SMAP_RZSM,0.1312397623589156
Central African Republic,Basse-Kotto,2015-04,SMAP_RZSM,0.07072649385707956
Central African Republic,Haut-Mbomou,2015-04,SMAP_RZSM,0.18458284300774822
Central African Republic,Haute-Kotto,2015-04,SMAP_RZSM,0.13485477523070255
Central African Republic,Mbomou,2015-04,SMAP_RZSM,0.1347749226163752
Central African Republic,Ouaka,2015-04,SMAP_RZSM,0.15546517658103867
Central African Republic,Vakaga,2015-04,SMAP_RZSM,0.13281336125346746
Chad,Ennedi,2015-04,SMAP_RZSM,0.11341587892204023
Chad,Assongha,2015-04,SMAP_RZSM,0.09653765170532605
Chad,Sila,2015-04,SMAP_RZSM,0.10283607611390254
Chad,Biltine,2015-04,SMAP_RZSM,0.08316549841126018
Chad,Salamat,2015-04,SMAP_RZSM,0.1341007739552906
Saudi Arabia,Asir,2015-04,SMAP_RZSM,0.11820648502744806
Saudi Arabia,Eastern Province,2015-04,SMAP_RZSM,0.029606957367954045
Saudi Arabia,Jizan,2015-04,SMAP_RZSM,0.08347187037976501
Saudi Arabia,Najran,2015-04,SMAP_RZSM,0.04148244608651677
Seychelles,Aldabra,2015-04,SMAP_RZSM,0.21125548561898674
Seychelles,Assumption,2015-04,SMAP_RZSM,0.16342751681804657
Seychelles,Astove,2015-04,SMAP_RZSM,
Seychelles,Cosmoledo,2015-04,SMAP_RZSM,
Seychelles,Farquhar,2015-04,SMAP_RZSM,
Seychelles,Providence,2015-04,SMAP_RZSM,
Seychelles,St. Pierre,2015-04,SMAP_RZSM,
Somalia,Awdal,2015-04,SMAP_RZSM,0.0883567168196971
Somalia,Bakool,2015-04,SMAP_RZSM,0.16973674743064537
Somalia,Bari,2015-04,SMAP_RZSM,0.12987458736089302
Somalia,Bay,2015-04,SMAP_RZSM,0.22765485924230738
Somalia,Banadir,2015-04,SMAP_RZSM,0.04086577877658591
Somalia,Galgaduud,2015-04,SMAP_RZSM,0.12768564554643747
Somalia,Gedo,2015-04,SMAP_RZSM,0.16400059133912032
Somalia,Hiraan,2015-04,SMAP_RZSM,0.12245378766514046
Somalia,Juba Hoose,2015-04,SMAP_RZSM,0.1748271860422421
Somalia,Shabelle Hoose,2015-04,SMAP_RZSM,0.2034182759195213
Somalia,Juba Dhexe,2015-04,SMAP_RZSM,0.18745278435991
Somalia,Shabelle Dhexe,2015-04,SMAP_RZSM,0.08452684187147345
Somalia,Mudug,2015-04,SMAP_RZSM,0.11804426703100476
Somalia,Nugaal,2015-04,SMAP_RZSM,0.14512050380505134
Somalia,Sanaag,2015-04,SMAP_RZSM,0.12832477981433296
Somalia,Sool,2015-04,SMAP_RZSM,0.1507393944430218
Somalia,Togdheer,2015-04,SMAP_RZSM,0.1285536610750972
Somalia,Woqooyi Galbeed,2015-04,SMAP_RZSM,0.12673152808393445
Uganda,Budaka,2015-04,SMAP_RZSM,0.28011352901327796
Uganda,Abim,2015-04,SMAP_RZSM,0.2522117691443952
Uganda,Amuru,2015-04,SMAP_RZSM,0.24436249668984425
Uganda,Buliisa,2015-04,SMAP_RZSM,0.2644410511856654
Uganda,Kotido,2015-04,SMAP_RZSM,0.25284114494585713
Uganda,Namutumba,2015-04,SMAP_RZSM,0.27462194841903875
Uganda,Maracha,2015-04,SMAP_RZSM,0.15688360693347325
Uganda,Oyam,2015-04,SMAP_RZSM,0.24714369232516734
Uganda,Dokolo,2015-04,SMAP_RZSM,0.2541760138004276
Uganda,Arua,2015-04,SMAP_RZSM,0.17250781631233247
Uganda,Manafwa,2015-04,SMAP_RZSM,0.3279683632172957
Uganda,Bukedea,2015-04,SMAP_RZSM,0.2409186190217467
Uganda,Bududa,2015-04,SMAP_RZSM,0.2983953923659218
Uganda,Rakai,2015-04,SMAP_RZSM,0.23223376845223034
Uganda,Lyantonde,2015-04,SMAP_RZSM,0.24234974345511
Uganda,Amudat,2015-04,SMAP_RZSM,0.22666760045672904
Uganda,Buikwe,2015-04,SMAP_RZSM,0.3010108497101671
Uganda,Buyende,2015-04,SMAP_RZSM,0.2407547007079482
Uganda,Kamuli,2015-04,SMAP_RZSM,0.29864714143285725
Uganda,Kitgum,2015-04,SMAP_RZSM,0.23550489076791142
Uganda,Lamwo,2015-04,SMAP_RZSM,0.24983644192498666
Uganda,Nakapiripirit,2015-04,SMAP_RZSM,0.2662134525597389
Uganda,Nebbi,2015-04,SMAP_RZSM,0.1915648989344312
Uganda,Otuke,2015-04,SMAP_RZSM,0.2694546963911144
Uganda,Zombo,2015-04,SMAP_RZSM,0.23384052268368466
Uganda,Kyegegwa,2015-04,SMAP_RZSM,0.2127108212704931
Uganda,Kyenjojo,2015-04,SMAP_RZSM,0.2524172431590516
Uganda,Apac,2015-04,SMAP_RZSM,0.24985976886534386
Uganda,Bugiri,2015-04,SMAP_RZSM,0.2627173886608017
Uganda,Bukomansimbi,2015-04,SMAP_RZSM,0.26953969144915035
Uganda,Bukwo,2015-04,SMAP_RZSM,0.3139239149508269
Uganda,Bulambuli,2015-04,SMAP_RZSM,0.27383367742694686
Uganda,Bundibugyo,2015-04,SMAP_RZSM,0.23713913315937826
Uganda,Bushenyi,2015-04,SMAP_RZSM,0.20646601104185752
Uganda,Butambala,2015-04,SMAP_RZSM,0.2573904156441165
Uganda,Iganga,2015-04,SMAP_RZSM,0.3012424150238866
Uganda,Kalungu,2015-04,SMAP_RZSM,0.24418853049154401
Uganda,Kapchorwa,2015-04,SMAP_RZSM,0.2766219664869006
Uganda,Sheema,2015-04,SMAP_RZSM,0.23157158324273966
Uganda,Kole,2015-04,SMAP_RZSM,0.2590237863109884
Uganda,Kween,2015-04,SMAP_RZSM,0.2889405447507365
Uganda,Luuka,2015-04,SMAP_RZSM,0.3112441128061321
Uganda,Masaka,2015-04,SMAP_RZSM,0.28767147551041955
Uganda,Masindi,2015-04,SMAP_RZSM,0.2606840027856225
Uganda,Moroto,2015-04,SMAP_RZSM,0.22071808264550152
Uganda,Napak,2015-04,SMAP_RZSM,0.28309193037180425
Uganda,Ngora,2015-04,SMAP_RZSM,0.18327099091217963
Uganda,Buhweju,2015-04,SMAP_RZSM,0.17825884980656567
Uganda,Ntoroko,2015-04,SMAP_RZSM,0.22343639333317744
Uganda,Pader,2015-04,SMAP_RZSM,0.26683628093864004
Uganda,Rubirizi,2015-04,SMAP_RZSM,0.19592760476000584
Uganda,Sironko,2015-04,SMAP_RZSM,0.2917046655025571
Uganda,Soroti,2015-04,SMAP_RZSM,0.20632783053682438
Uganda,Agago,2015-04,SMAP_RZSM,0.26225586667504763
Uganda,Alebtong,2015-04,SMAP_RZSM,0.2514556531287447
Uganda,Buvuma,2015-04,SMAP_RZSM,0.32600227179403124
Uganda,Gomba,2015-04,SMAP_RZSM,0.2236327261202243
Uganda,Gulu,2015-04,SMAP_RZSM,0.25838708109823105
Uganda,Kiboga,2015-04,SMAP_RZSM,0.2280769120750064
Uganda,Kibuku,2015-04,SMAP_RZSM,0.2773576343701259
Uganda,Kiryandongo,2015-04,SMAP_RZSM,0.24690472300054805
Uganda,Kumi,2015-04,SMAP_RZSM,0.19371647853937413
Uganda,Kyankwanzi,2015-04,SMAP_RZSM,0.2593560580745465
Uganda,Mitooma,2015-04,SMAP_RZSM,0.22834474677624908
Uganda,Mpigi,2015-04,SMAP_RZSM,0.25938435556439077
Uganda,Nwoya,2015-04,SMAP_RZSM,0.24947256042971447
Uganda,Serere,2015-04,SMAP_RZSM,0.22283592764883128
Uganda,Lwengo,2015-04,SMAP_RZSM,0.25243338178749664
Uganda,Mukono,2015-04,SMAP_RZSM,0.30166844050721525
Uganda,Namayingo,2015-04,SMAP_RZSM,0.2925919025544068
Uganda,Pallisa,2015-04,SMAP_RZSM,0.25027898663138765
Uganda,Lira,2015-04,SMAP_RZSM,0.2479206997406085
Uganda,Adjumani,2015-04,SMAP_RZSM,0.2257475346463015
Uganda,Busia,2015-04,SMAP_RZSM,0.28961351794355056
Uganda,Hoima,2015-04,SMAP_RZSM,0.2596615090070793
Uganda,Jinja,2015-04,SMAP_RZSM,0.32297922951390773
Uganda,Kabale,2015-04,SMAP_RZSM,0.2772167546768094
Uganda,Kalangala,2015-04,SMAP_RZSM,0.3945002216814963
Uganda,Kasese,2015-04,SMAP_RZSM,0.22270251577429176
Uganda,Kibaale,2015-04,SMAP_RZSM,0.24497593712664334
Uganda,Kisoro,2015-04,SMAP_RZSM,0.24813338920284367
Uganda,Moyo,2015-04,SMAP_RZSM,0.22361811916441254
Uganda,Ntungamo,2015-04,SMAP_RZSM,0.22008843070993447
Uganda,Ssembabule,2015-04,SMAP_RZSM,0.24965437604713736
Uganda,Kabarole,2015-04,SMAP_RZSM,0.22365166046037482
Uganda,Kaberamaido,2015-04,SMAP_RZSM,0.21775116661088836
Uganda,Kampala,2015-04,SMAP_RZSM,0.2955738756645239
Uganda,Kamwenge,2015-04,SMAP_RZSM,0.22452030499577755
Uganda,Kanungu,2015-04,SMAP_RZSM,0.18523995768499255
Uganda,Kayunga,2015-04,SMAP_RZSM,0.24017783718815455
Uganda,Mayuge,2015-04,SMAP_RZSM,0.32626356930621997
Uganda,Nakasongola,2015-04,SMAP_RZSM,0.2433970631158796
Uganda,Rukungiri,2015-04,SMAP_RZSM,0.19266176004854532
Uganda,Wakiso,2015-04,SMAP_RZSM,0.291727789107947
Uganda,Yumbe,2015-04,SMAP_RZSM,0.20838287279321083
Uganda,Amolatar,2015-04,SMAP_RZSM,0.2309649276702444
Uganda,Amuria,2015-04,SMAP_RZSM,0.19171474303039288
Uganda,Butaleja,2015-04,SMAP_RZSM,0.2804001588548957
Uganda,Ibanda,2015-04,SMAP_RZSM,0.18568893208411796
Uganda,Isingiro,2015-04,SMAP_RZSM,0.2726921074547316
Uganda,Kaabong,2015-04,SMAP_RZSM,0.2175370659735198
Uganda,Kaliro,2015-04,SMAP_RZSM,0.26457374311390464
Uganda,Katakwi,2015-04,SMAP_RZSM,0.17281053556714077
Uganda,Kiruhura,2015-04,SMAP_RZSM,0.2325514835067311
Uganda,Koboko,2015-04,SMAP_RZSM,0.1961226061383631
Uganda,Luwero,2015-04,SMAP_RZSM,0.2585870344664099
Uganda,Mbale,2015-04,SMAP_RZSM,0.29738432821566174
Uganda,Mbarara,2015-04,SMAP_RZSM,0.2338159287408792
Uganda,Mityana,2015-04,SMAP_RZSM,0.24488816017543732
Uganda,Mubende,2015-04,SMAP_RZSM,0.23460983086372061
Uganda,Nakaseke,2015-04,SMAP_RZSM,0.25541471159272805
Uganda,Tororo,2015-04,SMAP_RZSM,0.3004903816688827
Ethiopia,Addis Ababa,2015-05,SMAP_RZSM,0.36924425481615597
Ethiopia,Afar,2015-05,SMAP_RZSM,0.13704454954667167
Ethiopia,Amhara,2015-05,SMAP_RZSM,0.2103987380740858
Ethiopia,Beneshangul Gumu,2015-05,SMAP_RZSM,0.2828427640437898
Ethiopia,Gambela,2015-05,SMAP_RZSM,0.2868233736592655
Ethiopia,Hareri,2015-05,SMAP_RZSM,0.23475697095594814
Ethiopia,Oromia,2015-05,SMAP_RZSM,0.2596287391632309
Ethiopia,SNNPR,2015-05,SMAP_RZSM,0.31070377338320543
Ethiopia,Tigray,2015-05,SMAP_RZSM,0.1792566456342892
South Sudan,El Buheyrat,2015-05,SMAP_RZSM,0.22267468384664493
South Sudan,Unity,2015-05,SMAP_RZSM,0.2584376278057889
South Sudan,Central Equatoria,2015-05,SMAP_RZSM,0.21591307519723377
South Sudan,Eastern Equatoria,2015-05,SMAP_RZSM,0.2457707725048202
South Sudan,Jonglei,2015-05,SMAP_RZSM,0.28178087227369525
South Sudan,Northern Bahr El Ghazal,2015-05,SMAP_RZSM,0.15911679732354067
South Sudan,Warab,2015-05,SMAP_RZSM,0.23715543199079556
South Sudan,Western Bahr El Ghazal,2015-05,SMAP_RZSM,0.15970729243736503
South Sudan,Western Equatoria,2015-05,SMAP_RZSM,0.19232502510663638
South Sudan,Upper Nile,2015-05,SMAP_RZSM,0.26472042258594836
Democratic Republic of the Congo,Maniema,2015-05,SMAP_RZSM,0.26317905788429047
Democratic Republic of the Congo,Nord-Kivu,2015-05,SMAP_RZSM,0.32729307757952075
Democratic Republic of the Congo,Sud-Kivu,2015-05,SMAP_RZSM,0.37361869548722954
Ethiopia,Dire Dawa,2015-05,SMAP_RZSM,0.18943580410884012
Ethiopia,Somali,2015-05,SMAP_RZSM,0.18360702711413704
Rwanda,East/Iburasirazuba,2015-05,SMAP_RZSM,0.2808178965682426
Rwanda,Kigali City/Umujyi wa Kigali,2015-05,SMAP_RZSM,0.2888053206276307
Rwanda,North/Amajyaruguru,2015-05,SMAP_RZSM,0.35827668250797656
Rwanda,South/Amajyepfo,2015-05,SMAP_RZSM,0.3161077370695123
Rwanda,West/Iburengerazuba,2015-05,SMAP_RZSM,0.3842889917655521
Abyei,Administrative unit not available,2015-05,SMAP_RZSM,0.2104251274320214
Djibouti,Ali Sabieh,2015-05,SMAP_RZSM,0.12979935642142335
Djibouti,Dikhil,2015-05,SMAP_RZSM,0.13640304517257035
Djibouti,Djibouti,2015-05,SMAP_RZSM,0.12231455527603698
Djibouti,Obock,2015-05,SMAP_RZSM,0.12458705949077564
Djibouti,Tadjourah,2015-05,SMAP_RZSM,0.12542614763788373
Eritrea,Anseba,2015-05,SMAP_RZSM,0.13387143887730443
Eritrea,Archipelagos,2015-05,SMAP_RZSM,0.13124226367210645
Eritrea,Debub,2015-05,SMAP_RZSM,0.1827907745410885
Eritrea,Debubawi Keih Bahri,2015-05,SMAP_RZSM,0.12385290532436231
Eritrea,Gash Barka,2015-05,SMAP_RZSM,0.1534273087813086
Eritrea,Maekel,2015-05,SMAP_RZSM,0.1746542875954624
Eritrea,Semenawi Keih Bahri,2015-05,SMAP_RZSM,0.1303524649101523
Kenya,Central,2015-05,SMAP_RZSM,0.35024863126711725
Kenya,Coast,2015-05,SMAP_RZSM,0.20483779945695146
Kenya,Eastern,2015-05,SMAP_RZSM,0.2039575891694034
Kenya,Nairobi,2015-05,SMAP_RZSM,0.4281748686320774
Kenya,North Eastern,2015-05,SMAP_RZSM,0.17225053282262112
Kenya,Nyanza,2015-05,SMAP_RZSM,0.36656211526399374
Kenya,Rift Valley,2015-05,SMAP_RZSM,0.2333873929136026
Kenya,Western,2015-05,SMAP_RZSM,0.336867270156641
Mozambique,Cabo Delgado,2015-05,SMAP_RZSM,0.16997064010967333
Malawi,Northern Region,2015-05,SMAP_RZSM,0.22447122928416122
Malawi,Area under National Administration,2015-05,SMAP_RZSM,0.19910112371962194
Zambia,Eastern,2015-05,SMAP_RZSM,0.23098282084296298
Zambia,Luapula,2015-05,SMAP_RZSM,0.28177913033905744
Zambia,North-Western,2015-05,SMAP_RZSM,0.11714964697702072
Zambia,Northern,2015-05,SMAP_RZSM,0.23723530297242182
Democratic Republic of the Congo,Equateur,2015-05,SMAP_RZSM,0.15898627930897674
Democratic Republic of the Congo,Kasai Occidental,2015-05,SMAP_RZSM,0.3788344705929182
Democratic Republic of the Congo,Kasai Oriental,2015-05,SMAP_RZSM,0.2553179469626408
Democratic Republic of the Congo,Katanga,2015-05,SMAP_RZSM,0.25901773188924454
Democratic Republic of the Congo,Orientale,2015-05,SMAP_RZSM,0.2290498696111961
Ilemi triangle,Administrative unit not available,2015-05,SMAP_RZSM,0.14795624486094242
United Republic of Tanzania,Arusha,2015-05,SMAP_RZSM,0.2761622735565332
United Republic of Tanzania,Manyara,2015-05,SMAP_RZSM,0.3311081824877733
United Republic of Tanzania,Geita,2015-05,SMAP_RZSM,0.27409960349170553
United Republic of Tanzania,Iringa,2015-05,SMAP_RZSM,0.3248286657582048
United Republic of Tanzania,Kagera,2015-05,SMAP_RZSM,0.2747402275356529
United Republic of Tanzania,Katavi,2015-05,SMAP_RZSM,0.232450894695142
United Republic of Tanzania,Mwanza,2015-05,SMAP_RZSM,0.32228690141347693
United Republic of Tanzania,Njombe,2015-05,SMAP_RZSM,0.3374621200779966
United Republic of Tanzania,Rukwa,2015-05,SMAP_RZSM,0.27598175676993847
United Republic of Tanzania,Shinyanga,2015-05,SMAP_RZSM,0.27984188623211415
United Republic of Tanzania,Simiyu,2015-05,SMAP_RZSM,0.26864347959589974
United Republic of Tanzania,Dar-es-salaam,2015-05,SMAP_RZSM,0.2418905582201614
United Republic of Tanzania,Dodoma,2015-05,SMAP_RZSM,0.2737413544990692
United Republic of Tanzania,Kaskazini Pemba,2015-05,SMAP_RZSM,0.23852807372948379
United Republic of Tanzania,Kaskazini Unguja,2015-05,SMAP_RZSM,0.25184834158797736
